Ticker,Name,Modified,AsOfDate,Sector,SubSector,AnalystRecommendationValue,Interpretation,FactorScore,RevenueGrowth,RevenueGrowthPoints,BalanceSheetStrength,BalanceSheetStrengthPoints,ProfitabilityTrend,ProfitabilityTrendPoints,FCFGenerationCapitalIntensity,FCFGenerationCapitalIntensityPoints,RegulatoryEnvironment,RegulatoryEnvironmentPoints,Cyclicality,CyclicalityPoints,MarketPosition,MarketPositionPoints,ESG,ESGPoints,QualityOfManagement,QualityOfManagementPoints,AccessToCapital,AccessToCapitalPoints,FundScore,FundPoints,EventRisk,EventRiskPoints,ExpectedIssuance,ExpectedIssuancePoints,RatingsOutlook,RatingsOutlookPoints,Volatility,VolatilityPoints,CreditRisk,CreditRiskPoints,SecondaryLiquidity,SecondaryLiquidityPoints,TechScore,TechPoints,SpreadPerUnitOfRisk,SpreadPerUnitOfRiskPoints,PercentileSpreadVsCorpIndex,PercentileSpreadVsCorpIndexPoints,SpreadToEvent,SpreadToEventPoints,RelativeToBroadSector,RelativeToBroadSectorPoints,RelativeToIndustry,RelativeToIndustryPoints,ValScore,ValPoints
BG,Bunge Ltd,9/30/2016 23:00,2/16/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,51.05,4,0.4,4,0.4,6,0.6,4,0.4,5,0.5,4,0.4,6,0.6,6,0.6,7,0.7,6,0.6,26,52,4,1,4,0.6,5,0.75,4,0.6,2,0.3,2,0.3,10.65,35.5,10,2,8,1.6,4,1.6,,,10,2,14.4,72
BG,Bunge Ltd,6/30/2016 23:01,2/16/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,52.65,4,0.4,4,0.4,6,0.6,4,0.4,5,0.5,4,0.4,6,0.6,6,0.6,7,0.7,6,0.6,26,52,4,1,4,0.6,5,0.75,4,0.6,2,0.3,2,0.3,10.65,35.5,10,2.5,8,2,4,1,,,10,2.5,16,80
BG,Bunge Ltd,3/31/2016 23:01,2/16/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,52.65,4,0.4,4,0.4,6,0.6,4,0.4,5,0.5,4,0.4,6,0.6,6,0.6,7,0.7,6,0.6,26,52,4,1,4,0.6,5,0.75,4,0.6,2,0.3,2,0.3,10.65,35.5,10,2.5,8,2,4,1,,,10,2.5,16,80
BG,Bunge Ltd,12/31/2015 23:01,12/2/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Modest Overweight,54.5,2,0.2,4,0.4,6,0.6,6,0.6,5,0.5,4,0.4,6,0.6,6,0.6,7,0.7,6,0.6,26,52,4,1,4,0.6,5,0.75,6,0.9,3,0.45,2,0.3,12,40,10,2.5,9,2.25,4,1,,,10,2.5,16.5,82.5
BRITEL,BT Group PLC,12/31/2017 23:00,3/31/2017 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,50.45,6,0.6,6,0.6,5,0.5,6,0.6,5,0.5,6,0.6,8,0.8,10,1,6,0.6,7,0.7,26,65,5,1.25,5,0.75,4,0.6,3,0.45,2,0.3,4,0.6,11.85,39.5,1,0.2,8,1.6,2,0.8,8,0.8,8,0.8,12.6,42
BRITEL,BT Group PLC,9/30/2017 23:00,3/31/2017 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,50.45,6,0.6,6,0.6,5,0.5,6,0.6,5,0.5,6,0.6,8,0.8,10,1,6,0.6,7,0.7,26,65,5,1.25,5,0.75,4,0.6,3,0.45,2,0.3,4,0.6,11.85,39.5,1,0.2,8,1.6,2,0.8,8,0.8,8,0.8,12.6,42
BRITEL,BT Group PLC,6/30/2017 23:00,3/31/2017 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,50.45,6,0.6,6,0.6,5,0.5,6,0.6,5,0.5,6,0.6,8,0.8,10,1,6,0.6,7,0.7,26,65,5,1.25,5,0.75,4,0.6,3,0.45,2,0.3,4,0.6,11.85,39.5,1,0.2,8,1.6,2,0.8,8,0.8,8,0.8,12.6,42
BRITEL,BT Group PLC,4/3/2017 7:46,3/31/2017 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,51.15,6,0.6,6,0.6,5,0.5,6,0.6,5,0.5,6,0.6,8,0.8,10,1,6,0.6,7,0.7,32.5,65,5,1.25,5,0.75,4,0.6,3,0.45,2,0.3,4,0.6,11.85,39.5,1,0.2,8,1.6,2,0.8,8,0.8,8,0.8,6.8,34
BRITEL,BT Group PLC,12/31/2016 23:00,3/30/2016 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,52.45,6,0.6,5,0.5,5,0.5,5,0.5,5,0.5,6,0.6,8,0.8,5,0.5,6,0.6,7,0.7,23.2,58,5,1.25,5,0.75,5,0.75,4,0.6,4,0.6,4,0.6,13.65,45.5,8,1.6,7,1.4,3,1.2,,,5,1,15.6,52
BRITEL,BT Group PLC,9/30/2016 23:01,3/30/2016 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,53.05,6,0.6,5,0.5,5,0.5,5,0.5,5,0.5,6,0.6,8,0.8,5,0.5,6,0.6,7,0.7,29,58,5,1.25,5,0.75,5,0.75,4,0.6,4,0.6,4,0.6,13.65,45.5,8,1.6,7,1.4,3,1.2,,,5,1,10.4,52
BRITEL,BT Group PLC,6/30/2016 23:01,3/30/2016 0:00,Consumer & Industrial,Wirelines,Underperform,Modest Overweight,54.15,6,0.6,5,0.5,5,0.5,5,0.5,5,0.5,6,0.6,8,0.8,5,0.5,6,0.6,7,0.7,29,58,5,1.25,5,0.75,5,0.75,4,0.6,4,0.6,4,0.6,13.65,45.5,8,2,7,1.75,3,0.75,,,5,1.25,11.5,57.5
BRITEL,BT Group PLC,3/31/2016 23:01,3/30/2016 0:00,Consumer & Industrial,Wirelines,Underperform,Modest Overweight,54.15,6,0.6,5,0.5,5,0.5,5,0.5,5,0.5,6,0.6,8,0.8,5,0.5,6,0.6,7,0.7,29,58,5,1.25,5,0.75,5,0.75,4,0.6,4,0.6,4,0.6,13.65,45.5,8,2,7,1.75,3,0.75,,,5,1.25,11.5,57.5
BRITEL,BT Group PLC,12/31/2015 23:01,6/9/2015 0:00,Consumer & Industrial,Wirelines,Underperform,Modest Overweight,54.4,4,0.4,5,0.5,5,0.5,5,0.5,5,0.5,6,0.6,8,0.8,5,0.5,6,0.6,7,0.7,28,56,5,1.25,5,0.75,5,0.75,6,0.9,7,1.05,4,0.6,15.9,53,7,1.75,6,1.5,4,1,,,4,1,10.5,52.5
BRITEL,BT Group PLC,9/30/2015 23:01,6/9/2015 0:00,Consumer & Industrial,Wirelines,Underperform,Modest Overweight,54.05,4,0.4,5,0.5,5,0.5,5,0.5,5,0.5,6,0.6,8,0.8,5,0.5,6,0.6,7,0.7,22.4,56,5,1.25,5,0.75,5,0.75,6,0.9,7,1.05,4,0.6,15.9,53,7,1.75,6,1.5,4,1,,,4,1,15.75,52.5
BRITEL,BT Group PLC,6/30/2015 23:01,6/9/2015 0:00,Consumer & Industrial,Wirelines,Underperform,Modest Overweight,54.05,4,0.4,5,0.5,5,0.5,5,0.5,5,0.5,6,0.6,8,0.8,5,0.5,6,0.6,7,0.7,22.4,56,5,1.25,5,0.75,5,0.75,6,0.9,7,1.05,4,0.6,15.9,53,7,1.75,6,1.5,4,1,,,4,1,15.75,52.5
BRITEL,BT Group PLC,3/31/2015 23:01,12/18/2014 0:00,Consumer & Industrial,Wirelines,Underperform,Modest Overweight,55.85,4,0.4,5,0.5,5,0.5,5,0.5,5,0.5,6,0.6,8,0.8,5,0.5,6,0.6,7,0.7,22.4,56,5,1.25,5,0.75,5,0.75,6,0.9,6,0.9,4,0.6,15.45,51.5,8,2,6,1.5,5,1.25,,,5,1.25,18,60
BRITEL,BT Group PLC,12/31/2014 23:01,12/18/2014 0:00,Consumer & Industrial,Wirelines,Underperform,Modest Overweight,55.85,4,0.4,5,0.5,5,0.5,5,0.5,5,0.5,6,0.6,8,0.8,5,0.5,6,0.6,7,0.7,22.4,56,5,1.25,5,0.75,5,0.75,6,0.9,6,0.9,4,0.6,15.45,51.5,8,2,6,1.5,5,1.25,,,5,1.25,18,60
BRITEL,BT Group PLC,9/30/2014 23:01,3/21/2014 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,51.75,4,0.4,7,0.7,5,0.5,5,0.5,5,0.5,6,0.6,7,0.7,5,0.5,6,0.6,7,0.7,22.8,57,5,1.25,7,1.05,6,0.9,4,0.6,5,0.75,4,0.6,15.45,51.5,5,1.25,4,1,5,1.25,,,4,1,13.5,45
BRITEL,BT Group PLC,6/30/2014 23:01,3/21/2014 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,51.75,4,0.4,7,0.7,5,0.5,5,0.5,5,0.5,6,0.6,7,0.7,5,0.5,6,0.6,7,0.7,22.8,57,5,1.25,7,1.05,6,0.9,4,0.6,5,0.75,4,0.6,15.45,51.5,5,1.25,4,1,5,1.25,,,4,1,13.5,45
BRITEL,BT Group PLC,3/31/2014 23:01,3/21/2014 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,51.45,4,0.4,7,0.7,5,0.5,5,0.5,5,0.5,6,0.6,7,0.7,5,0.5,6,0.6,7,0.7,22.8,57,5,0.75,7,1.05,6,0.9,4,1,5,0.75,4,0.6,15.15,50.5,5,1.25,4,1,5,1.25,,,4,1,13.5,45
CAG,Conagra Foods Inc,6/30/2017 23:00,7/5/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,49.5,4,0.4,5,0.5,4,0.4,6,0.6,5,0.5,7,0.7,4,0.4,3,0.3,3,0.3,7,0.7,19.2,48,1,0.25,9,1.35,5,0.75,7,1.05,8,1.2,2,0.3,14.7,49,7,1.4,8,1.6,3,1.2,,0,10,1,15.6,52
CAG,Conagra Foods Inc,4/3/2017 7:46,7/5/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,49.1,4,0.4,5,0.5,4,0.4,6,0.6,5,0.5,7,0.7,4,0.4,3,0.3,3,0.3,7,0.7,24,48,1,0.25,9,1.35,5,0.75,7,1.05,8,1.2,2,0.3,14.7,49,7,1.4,8,1.6,3,1.2,,0,10,1,10.4,52
CAG,Conagra Foods Inc,12/31/2016 23:00,7/5/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,52.5,4,0.4,5,0.5,4,0.4,6,0.6,5,0.5,7,0.7,4,0.4,3,0.3,3,0.3,7,0.7,19.2,48,1,0.25,9,1.35,5,0.75,7,1.05,8,1.2,2,0.3,14.7,49,7,1.4,8,1.6,3,1.2,,,10,2,18.6,62
CAG,Conagra Foods Inc,9/30/2016 23:00,7/5/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,51.1,4,0.4,5,0.5,4,0.4,6,0.6,5,0.5,7,0.7,4,0.4,3,0.3,3,0.3,7,0.7,24,48,1,0.25,9,1.35,5,0.75,7,1.05,8,1.2,2,0.3,14.7,49,7,1.4,8,1.6,3,1.2,,,10,2,12.4,62
CAG,Conagra Foods Inc,6/30/2016 23:01,7/1/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,44.75,4,0.4,2,0.2,6,0.6,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,7,0.7,22.5,45,1,0.25,7,1.05,4,0.6,4,0.6,2,0.3,3,0.45,9.75,32.5,2,0.5,10,2.5,3,0.75,,,10,2.5,12.5,62.5
CAG,Conagra Foods Inc,3/31/2016 23:01,7/1/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,44.75,4,0.4,2,0.2,6,0.6,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,7,0.7,22.5,45,1,0.25,7,1.05,4,0.6,4,0.6,2,0.3,3,0.45,9.75,32.5,2,0.5,10,2.5,3,0.75,,,10,2.5,12.5,62.5
CAG,Conagra Foods Inc,12/31/2015 23:01,7/1/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,44.75,4,0.4,2,0.2,6,0.6,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,7,0.7,22.5,45,1,0.25,7,1.05,4,0.6,4,0.6,2,0.3,3,0.45,9.75,32.5,2,0.5,10,2.5,3,0.75,,,10,2.5,12.5,62.5
CAG,Conagra Foods Inc,9/30/2015 23:00,7/1/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,46.5,4,0.4,2,0.2,6,0.6,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,7,0.7,18,45,1,0.25,7,1.05,4,0.6,4,0.6,2,0.3,3,0.45,9.75,32.5,2,0.5,10,2.5,3,0.75,,,10,2.5,18.75,62.5
CAG,Conagra Foods Inc,6/30/2015 23:01,6/30/2015 0:00,Consumer & Industrial,Food and Beverage,Neutral,Modest Overweight,55.45,4,0.4,2,0.2,6,0.6,6,0.6,5,0.5,5,0.5,4,0.4,3,0.3,4,0.4,7,0.7,18.4,46,7,1.75,7,1.05,4,0.6,4,0.6,6,0.9,3,0.45,16.05,53.5,6,1.5,8,2,5,1.25,,,9,2.25,21,70
CAG,Conagra Foods Inc,3/31/2015 23:00,6/26/2014 0:00,Consumer & Industrial,Food and Beverage,Neutral,Modest Overweight,55.45,4,0.4,2,0.2,6,0.6,6,0.6,5,0.5,5,0.5,4,0.4,3,0.3,4,0.4,7,0.7,18.4,46,7,1.75,7,1.05,4,0.6,4,0.6,6,0.9,3,0.45,16.05,53.5,6,1.5,8,2,5,1.25,,,9,2.25,21,70
CAG,Conagra Foods Inc,12/31/2014 23:01,6/26/2014 0:00,Consumer & Industrial,Food and Beverage,Neutral,Modest Overweight,55.45,4,0.4,2,0.2,6,0.6,6,0.6,5,0.5,5,0.5,4,0.4,3,0.3,4,0.4,7,0.7,18.4,46,7,1.75,7,1.05,4,0.6,4,0.6,6,0.9,3,0.45,16.05,53.5,6,1.5,8,2,5,1.25,,,9,2.25,21,70
CAG,Conagra Foods Inc,9/30/2014 23:00,6/26/2014 0:00,Consumer & Industrial,Food and Beverage,Neutral,Modest Overweight,55.45,4,0.4,2,0.2,6,0.6,6,0.6,5,0.5,5,0.5,4,0.4,3,0.3,4,0.4,7,0.7,18.4,46,7,1.75,7,1.05,4,0.6,4,0.6,6,0.9,3,0.45,16.05,53.5,6,1.5,8,2,5,1.25,,,9,2.25,21,70
CAG,Conagra Foods Inc,6/30/2014 23:00,6/26/2014 0:00,Consumer & Industrial,Food and Beverage,Neutral,Modest Overweight,55.45,4,0.4,2,0.2,6,0.6,6,0.6,5,0.5,5,0.5,4,0.4,3,0.3,4,0.4,7,0.7,18.4,46,7,1.75,7,1.05,4,0.6,4,0.6,6,0.9,3,0.45,16.05,53.5,6,1.5,8,2,5,1.25,,,9,2.25,21,70
CAG,Conagra Foods Inc,3/31/2014 23:00,3/7/2014 0:00,Consumer & Industrial,Food and Beverage,Neutral,Modest Overweight,57.65,8,0.8,2,0.2,6,0.6,6,0.6,5,0.5,5,0.5,4,0.4,3,0.3,4,0.4,7,0.7,20,50,7,1.05,7,1.05,4,0.6,6,1.5,6,0.9,3,0.45,16.65,55.5,6,1.5,8,2,5,1.25,,,9,2.25,21,70
CARGIL,Cargill Inc,6/30/2017 23:00,8/22/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,47.75,5,0.5,6,0.6,5,0.5,7,0.7,5,0.5,4,0.4,9,0.9,7,0.7,8,0.8,6,0.6,24.8,62,4,1,5,0.75,5,0.75,3,0.45,7,1.05,1,0.15,12.45,41.5,7,1.4,1,0.2,4,1.6,,0,3,0.3,10.5,35
CARGIL,Cargill Inc,4/3/2017 7:46,8/22/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,50.45,5,0.5,6,0.6,5,0.5,7,0.7,5,0.5,4,0.4,9,0.9,7,0.7,8,0.8,6,0.6,31,62,4,1,5,0.75,5,0.75,3,0.45,7,1.05,1,0.15,12.45,41.5,7,1.4,1,0.2,4,1.6,,0,3,0.3,7,35
CARGIL,Cargill Inc,12/31/2016 23:00,8/22/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,48.65,5,0.5,6,0.6,5,0.5,7,0.7,5,0.5,4,0.4,9,0.9,7,0.7,8,0.8,6,0.6,24.8,62,4,1,5,0.75,5,0.75,3,0.45,7,1.05,1,0.15,12.45,41.5,7,1.4,1,0.2,4,1.6,,,3,0.6,11.4,38
CARGIL,Cargill Inc,9/30/2016 23:00,8/22/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,51.05,5,0.5,6,0.6,5,0.5,7,0.7,5,0.5,4,0.4,9,0.9,7,0.7,8,0.8,6,0.6,31,62,4,1,5,0.75,5,0.75,3,0.45,7,1.05,1,0.15,12.45,41.5,7,1.4,1,0.2,4,1.6,,,3,0.6,7.6,38
CARGIL,Cargill Inc,6/30/2016 23:01,12/17/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,53.05,3,0.3,6,0.6,4,0.4,6,0.6,5,0.5,4,0.4,9,0.9,7,0.7,8,0.8,6,0.6,29,58,4,1,8,1.2,5,0.75,6,0.9,9,1.35,1,0.15,16.05,53.5,8,2,1,0.25,4,1,,,3,0.75,8,40
CARGIL,Cargill Inc,3/31/2016 23:01,12/17/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,53.05,3,0.3,6,0.6,4,0.4,6,0.6,5,0.5,4,0.4,9,0.9,7,0.7,8,0.8,6,0.6,29,58,4,1,8,1.2,5,0.75,6,0.9,9,1.35,1,0.15,16.05,53.5,8,2,1,0.25,4,1,,,3,0.75,8,40
CARGIL,Cargill Inc,12/31/2015 23:01,12/17/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,53.05,3,0.3,6,0.6,4,0.4,6,0.6,5,0.5,4,0.4,9,0.9,7,0.7,8,0.8,6,0.6,29,58,4,1,8,1.2,5,0.75,6,0.9,9,1.35,1,0.15,16.05,53.5,8,2,1,0.25,4,1,,,3,0.75,8,40
COST,Costco Wholesale Corp,9/30/2014 23:01,10/11/2013 0:00,Consumer & Industrial,Retailers,Underperform,Modest Overweight,54.35,7,0.7,8,0.8,8,0.8,6,0.6,5,0.5,7,0.7,7,0.7,6,0.6,8,0.8,9,0.9,28.4,71,5,1.25,7,1.05,5,0.75,6,0.9,9,1.35,4,0.6,17.7,59,6,1.5,1,0.25,3,0.75,,,1,0.25,8.25,27.5
COST,Costco Wholesale Corp,6/30/2014 23:01,10/11/2013 0:00,Consumer & Industrial,Retailers,Underperform,Modest Overweight,54.35,7,0.7,8,0.8,8,0.8,6,0.6,5,0.5,7,0.7,7,0.7,6,0.6,8,0.8,9,0.9,28.4,71,5,1.25,7,1.05,5,0.75,6,0.9,9,1.35,4,0.6,17.7,59,6,1.5,1,0.25,3,0.75,,,1,0.25,8.25,27.5
COST,Costco Wholesale Corp,3/31/2014 23:01,10/11/2013 0:00,Consumer & Industrial,Retailers,Underperform,Modest Overweight,54.65,7,0.7,8,0.8,8,0.8,6,0.6,5,0.5,7,0.7,7,0.7,6,0.6,8,0.8,9,0.9,28.4,71,5,0.75,7,1.05,5,0.75,6,1.5,9,1.35,4,0.6,18,60,6,1.5,1,0.25,3,0.75,,,1,0.25,8.25,27.5
COST,Costco Wholesale Corp,12/31/2013 23:01,10/11/2013 0:00,Consumer & Industrial,Retailers,Underperform,Modest Overweight,54.65,7,0.7,8,0.8,8,0.8,6,0.6,5,0.5,7,0.7,7,0.7,6,0.6,8,0.8,9,0.9,28.4,71,5,0.75,7,1.05,5,0.75,6,1.5,9,1.35,4,0.6,18,60,6,1.5,1,0.25,3,0.75,,,1,0.25,8.25,27.5
CTL,CenturyLink,12/31/2014 23:01,8/16/2013 0:00,Consumer & Industrial,Wirelines,Outperform,Modest Overweight,57.25,4,0.4,4,0.4,4,0.4,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,5,0.5,17.2,43,6,1.5,7,1.05,6,0.9,4,0.6,4,0.6,3,0.45,15.3,51,9,2.25,9,2.25,7,1.75,,,8,2,24.75,82.5
CTL,CenturyLink,9/30/2014 23:01,8/16/2013 0:00,Consumer & Industrial,Wirelines,Outperform,Modest Overweight,57.25,4,0.4,4,0.4,4,0.4,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,5,0.5,17.2,43,6,1.5,7,1.05,6,0.9,4,0.6,4,0.6,3,0.45,15.3,51,9,2.25,9,2.25,7,1.75,,,8,2,24.75,82.5
CTL,CenturyLink,6/30/2014 23:01,8/16/2013 0:00,Consumer & Industrial,Wirelines,Outperform,Modest Overweight,57.25,4,0.4,4,0.4,4,0.4,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,5,0.5,17.2,43,6,1.5,7,1.05,6,0.9,4,0.6,4,0.6,3,0.45,15.3,51,9,2.25,9,2.25,7,1.75,,,8,2,24.75,82.5
CTL,CenturyLink,3/31/2014 23:01,8/16/2013 0:00,Consumer & Industrial,Wirelines,Outperform,Modest Overweight,56.65,4,0.4,4,0.4,4,0.4,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,5,0.5,17.2,43,6,0.9,7,1.05,6,0.9,4,1,4,0.6,3,0.45,14.7,49,9,2.25,9,2.25,7,1.75,,,8,2,24.75,82.5
CTL,CenturyLink,12/31/2013 23:01,8/16/2013 0:00,Consumer & Industrial,Wirelines,Outperform,Modest Overweight,56.65,4,0.4,4,0.4,4,0.4,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,5,0.5,17.2,43,6,0.9,7,1.05,6,0.9,4,1,4,0.6,3,0.45,14.7,49,9,2.25,9,2.25,7,1.75,,,8,2,24.75,82.5
CTL,CenturyLink,10/1/2013 9:21,8/16/2013 0:00,Consumer & Industrial,Wirelines,Outperform,Modest Overweight,56.65,4,0.4,4,0.4,4,0.4,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,5,0.5,17.2,43,6,0.9,7,1.05,6,0.9,4,1,4,0.6,3,0.45,14.7,49,9,2.25,9,2.25,7,1.75,,,8,2,24.75,82.5
CTL,CenturyLink,6/30/2013 23:01,5/10/2013 0:00,Consumer & Industrial,Wirelines,Outperform,Modest Overweight,54.3,4,0.4,4,0.4,5,0.5,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,5,0.5,17.6,44,6,0.9,7,1.05,6,0.9,4,1,4,0.6,4,0.6,20.2,50.5,9,2.25,9,2.25,7,1.75,,,8,2,16.5,82.5
CTL,CenturyLink,3/31/2013 23:01,3/12/2013 0:00,Consumer & Industrial,Wirelines,Outperform,Modest Overweight,57.5,4,0.4,4,0.4,5,0.5,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,4,0.4,5,0.5,17.6,44,6,0.9,7,1.05,6,0.9,4,1,4,0.6,4,0.6,15.15,50.5,9,2.25,9,2.25,7,1.75,,,8,2,24.75,82.5
CTL,CenturyLink,12/31/2012 23:01,9/17/2012 0:00,Consumer & Industrial,Wirelines,Outperform,Modest Overweight,59.45,4,0.4,4,0.4,5,0.5,6,0.6,5,0.5,4,0.4,4,0.4,3,0.3,7,0.7,5,0.5,18.8,47,6,0.9,5,0.75,5,0.75,4,1,7,1.05,4,0.6,15.15,50.5,10,2.5,9,2.25,7,1.75,,,8,2,25.5,85
CTL,CenturyLink,9/30/2012 23:00,9/17/2012 0:00,Consumer & Industrial,Wirelines,Overweight,Modest Overweight,59.85,4,0.4,4,0.4,5,0.5,7,0.7,5,0.5,4,0.4,4,0.4,3,0.3,7,0.7,5,0.5,19.2,48,5,0.75,6,0.9,5,0.75,7,1.75,7,1.05,4,0.6,17.4,58,9,2.25,8,2,7,1.75,,,7,1.75,23.25,77.5
CTL,CenturyLink,6/30/2012 23:00,3/29/2012 0:00,Consumer & Industrial,Wirelines,Overweight,Modest Overweight,60.4,4,0.4,4,0.4,5,0.5,7,0.7,5,0.5,4,0.4,4,0.4,3,0.3,7,0.7,5,0.5,19.2,48,6,0.9,6,0.9,4,0.6,7,1.75,8,1.2,3,0.45,23.2,58,10,2.5,10,2.5,7,1.75,,,9,2.25,18,90
CVS,CVS Health Corp,12/31/2017 23:00,12/5/2017 0:00,Consumer & Industrial,Retailers,Outperform,Neutral,50.3,6,0.6,1,0.1,5,0.5,10,1,3,0.3,6,0.6,8,0.8,2,0.2,4,0.4,8,0.8,21.2,53,4,1,6,0.9,4,0.6,1,0.15,1,0.15,6,0.9,11.1,37,2,0.4,4,0.8,7,2.8,10,1,10,1,18,60
CVS,CVS Health Corp,9/30/2017 23:00,8/23/2017 0:00,Consumer & Industrial,Retailers,Neutral,Neutral,51.4,6,0.6,4,0.4,5,0.5,9,0.9,3,0.3,6,0.6,8,0.8,2,0.2,7,0.7,8,0.8,23.2,58,4,1,10,1.5,5,0.75,5,0.75,2,0.3,6,0.9,15.6,52,4,0.8,3,0.6,5,2,5,0.5,3,0.3,12.6,42
CVS,CVS Health Corp,6/30/2017 23:00,5/8/2017 0:00,Consumer & Industrial,Retailers,Neutral,Modest Overweight,54.75,6,0.6,3,0.3,5,0.5,9,0.9,3,0.3,6,0.6,8,0.8,2,0.2,7,0.7,8,0.8,22.8,57,4,1,10,1.5,5,0.75,7,1.05,7,1.05,6,0.9,18.75,62.5,5,1,3,0.6,5,2,5,0.5,3,0.3,13.2,44
CVS,CVS Health Corp,4/3/2017 7:46,2/10/2017 0:00,Consumer & Industrial,Retailers,Neutral,Modest Overweight,55.55,6,0.6,4,0.4,5,0.5,9,0.9,3,0.3,6,0.6,8,0.8,2,0.2,7,0.7,8,0.8,29,58,4,1,10,1.5,5,0.75,7,1.05,7,1.05,6,0.9,18.75,62.5,4,0.8,3,0.6,5,2,7,0.7,5,0.5,7.8,39
CVS,CVS Health Corp,12/31/2016 23:00,11/9/2016 0:00,Consumer & Industrial,Retailers,Outperform,Modest Overweight,60.6,6,0.6,4,0.4,5,0.5,9,0.9,2,0.2,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,24,60,5,1.25,10,1.5,5,0.75,6,0.9,10,1.5,6,0.9,20.4,68,6,1.2,4,0.8,6,2.4,,,5,1,16.2,54
CVS,CVS Health Corp,9/30/2016 23:01,8/2/2016 0:00,Consumer & Industrial,Retailers,Outperform,Modest Overweight,60.55,9,0.9,3,0.3,5,0.5,9,0.9,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,32,64,6,1.5,10,1.5,5,0.75,2,0.3,10,1.5,6,0.9,19.35,64.5,6,1.2,2,0.4,6,2.4,,,3,0.6,9.2,46
CVS,CVS Health Corp,6/30/2016 23:01,5/3/2016 0:00,Consumer & Industrial,Retailers,Buy,Modest Overweight,57.55,8,0.8,3,0.3,4,0.4,8,0.8,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,30.5,61,6,1.5,5,0.75,5,0.75,3,0.45,10,1.5,6,0.9,17.55,58.5,6,1.5,3,0.75,6,1.5,,,4,1,9.5,47.5
CVS,CVS Health Corp,3/31/2016 23:01,2/9/2016 0:00,Consumer & Industrial,Retailers,Buy,Modest Overweight,59.9,8,0.8,3,0.3,4,0.4,8,0.8,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,30.5,61,6,1.5,5,0.75,5,0.75,7,1.05,9,1.35,6,0.9,18.9,63,4,1,3,0.75,9,2.25,,,5,1.25,10.5,52.5
CVS,CVS Health Corp,12/31/2015 23:01,11/2/2015 0:00,Consumer & Industrial,Retailers,Buy,Modest Overweight,60.85,7,0.7,3,0.3,5,0.5,8,0.8,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,30.5,61,6,1.5,10,1.5,5,0.75,4,0.6,8,1.2,6,0.9,19.35,64.5,6,1.5,3,0.75,8,2,,,5,1.25,11,55
