,12/31/2009,1/29/2010,2/26/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/30/2010,8/31/2010,9/30/2010,10/29/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/29/2011,5/31/2011,6/30/2011,7/29/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/30/2011,1/31/2012,2/29/2012,3/30/2012,4/30/2012,5/31/2012,6/29/2012,7/31/2012,8/31/2012,9/28/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/29/2013,4/30/2013,5/31/2013,6/28/2013,7/31/2013,8/30/2013,9/30/2013,10/31/2013,11/29/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/30/2014,6/30/2014,7/31/2014,8/29/2014,9/30/2014,10/31/2014,11/28/2014,12/31/2014,1/30/2015,2/27/2015,3/31/2015,4/30/2015,5/29/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/30/2015,11/30/2015,12/31/2015,1/29/2016,2/29/2016,3/31/2016,4/29/2016,5/31/2016,6/30/2016,7/29/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/30/2016,1/31/2017,2/28/2017,3/31/2017,4/28/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/29/2017,10/31/2017,11/30/2017,12/29/2017,1/31/2018,2/28/2018,3/30/2018,4/30/2018,5/31/2018
SIAL,,,,,,,,,,,74.38500214,90.53040314,88.9509964,92.63220215,86.00080109,74.59899902,76.94429779,84.01679993,85.60590363,88.9967041,110.026207,125.4459991,101.5879974,108.8495026,110.4287033,109.1053009,102.8759918,103.7745972,105.8063049,105.9671021,107.0225983,109.0023041,114.7088013,118.141304,92.70110321,102.0354996,104.4957047,106.641098,110.6616058,111.3891983,109.675705,123.5102997,123.4763031,119.3300934,116.558197,124.4280014,126.8447037,133.740799,89.79380035,84.38629913,74.40170288,82.95800018,69.16040039,68.32020569,56.67809677,64.47280121,69.50029755,88.71039581,109.9085007,89.34349823,99.24250031,102.2840958,96.59850311,97.67700195,97.71599579,93.85820007,108.0575943,109.7957993,119.778801,118.7278976,119.7085037,14.7241993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.5776978,204.0874023,210.3267975,212.102005,215.1647034,221.2763062,227.6618958,297.9069824,256.5722046,257.6262817,260.3419189,256.2554932,233.2845001,234.8740082,237.7778931,235.6506042,241.6161957,235.3719025,274.2561951,278.7035828,288.1808167,309.6362915,318.2322998,323.3453979,332.8789978,392.5196838,326.7544861,353.7727966,358.4597168,345.7695923,335.7789917,310.656189,293.90979,286.4450073,290.4550171,276.7688904,330.8434143,303.0915833,,,,,,,,,,,
SII,220.1161294,199.8153982,154.1770427,150.6582216,140.1090568,166.6935653,198.5061368,180.4842047,170.3313433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJM,,,,,,,,,,,,,,,,,,,,,,,109.6477051,147.4002075,144.5124969,126.6777954,120.4115067,119.5562973,122.0541,135.4218903,135.5541992,125.4822998,130.3570099,127.3442993,117.2690048,116.9811935,113.2009964,114.3600006,137.8659973,129.0632019,118.4327927,126.858696,142.7696991,121.6510086,120.8851013,136.6091003,118.6652985,125.0692978,96.47280121,96.26039886,94.02719879,86.85359955,79.91539764,78.5453949,77.85359955,75.47240448,76.21910095,81.10649872,82.87929535,87.27610016,88.19519806,88.38379669,79.73809814,116.6471678,122.7186713,130.3224931,139.4400891,146.9268701,153.0116691,148.4258299,133.1583747,128.8826754,134.4653089,145.0254666,145.1767065,125.3763338,111.3781911,110.2019981,117.8400844,107.7999407,105.9364005,107.6360909,104.4410883,104.9368204,99.81474576,98.56761687,93.24281848,101.454517,102.1067303,98.50337331,96.49784477,90.00522139,96.04798577,92.68163843,89.65294245,90.39463476,83.39458639,73.43935169,83.20577408,104.4997625,101.675929,110.5906602
SJRCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,,,,,,,,,,141.4749502,162.6977997,167.0279083,154.3055115,152.7613983,145.1580963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.81420135,74.40249634,89.70210266,73.95980072,76.751297,75.00659943,74.43769836,70.10400391,70.05289459,66.64399719,81.59189606,83.73609924,100.152298,103.2314987,87.60979462,83.60949707,98.43909454,92.75749969,101.0537033,105.4710007,109.4918976,126.0161057,132.2621918,108.1925964,108.8919067,126.2738953,164.7709045,171.2115936,140.5411987,111.4207001,113.5100021,116.5667038,114.6358032,95.79840088,97.1391983,90.76879883,80.38059998,64.58570099,53.81919861,67.41329956,73.33719635,73.74770355,69.22870636,66.43759918,60.38830185,58.30170059,46.29499817,42.84740067,45.46490097,32.72640228,37.39030075,53.31489944,66.79059601,64.8852005,65.17030334
SLE,143.8710029,130.5891247,132.0744143,123.4356255,115.2379755,123.76365,123.4011356,112.4589108,125.5505279,151.0474003,170.2707805,165.9775887,165.960067,173.4150267,166.1852978,172.595029,170.8572714,176.3529924,173.2624751,182.3221059,213.373183,222.5469628,218.7198953,244.3039322,240.5525653,237.0643325,224.521353,179.8649597,157.5463137,175.293609,175.7012343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMIZCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0881958,259.5397949,261.8215027,261.414093,261.1809082,272.071106,274.736084,276.1960144,278.5354004,283.897583,282.9880066,279.9508057,301.0010986,286.8521118,263.6070862,258.2668152,283.616394,274.9212036,247.1136169,234.0842896,223.9254913,222.6681061,220.4651184,,,,,,,,,,,,,,,,,,,,,,
SNA,153.3181,139.2722015,139.0653076,145.1896973,127.3838043,126.7279053,127.8386002,128.6923065,193.8189087,198.3347015,197.5178986,195.4295044,168.819675,177.6762843,176.9144659,157.8669099,138.4045271,146.1618118,144.8527359,144.2790521,162.6878014,152.7589946,157.0151956,157.8851228,157.382283,160.2463946,162.8869487,162.6230915,165.8957717,179.6252986,179.9341462,180.8974693,183.9058382,180.9964911,175.0605644,185.5900969,183.9798097,155.1363636,161.7636959,161.9317169,160.2806033,155.4567362,182.4870726,167.8931513,170.7372015,177.7366628,166.5258914,127.2699301,124.0443301,125.0503192,126.6947162,124.0569864,124.0861709,125.3291441,125.931562,121.2734924,119.3741796,125.3403507,130.4219009,126.7897521,128.5159168,126.3093457,117.5332533,132.1135221,133.6802642,140.0954636,157.0457524,163.8701051,167.1069485,172.0947926,91.05282159,91.87232294,95.87961117,104.0388032,103.1165557,82.74677466,86.03351017,89.92750806,91.75472824,90.77409714,93.20161914,81.73401665,58.14594654,76.08279079,66.91998132,68.19129944,68.9579662,72.53379822,74.84390259,74.34069824,76.0522995,76.17199707,78.66600037,74.95980072,67.01809692,68.57150269,62.84199905,61.01250076,78.8220057,90.02845541,89.61740436,96.83897044
SNI,,,,,,,,,,,,,,,,,,,,,,,,190.9039917,192.854599,191.8428955,144.0245972,110.1102982,118.0089951,141.5061035,132.1587982,114.626297,116.5735016,103.2709961,94.62670135,114.3041,109.5507965,74.55819702,83.69400024,84.99060059,83.35300446,74.8000946,91.18840027,70.51370239,72.55989838,78.49950409,71.90499878,66.86470032,61.36419678,53.77879715,50.71889877,35.6515007,37.37989807,42.85280228,49.00130081,37.91210175,43.60800171,52.00660324,57.78239822,101.0717724,107.0127595,104.7273541,98.30381434,111.7869086,111.8435455,137.0419197,140.0717796,154.6977532,165.2122415,180.093063,188.4841319,179.098944,201.0516906,219.597746,233.3518343,207.0880538,161.804558,155.2806132,159.631016,153.8948337,142.0305568,138.7297561,134.3250796,130.6789684,118.3341639,112.5999494,111.1383995,115.3194387,114.2162713,105.9094572,102.0723749,114.7375334,121.6443913,108.1402636,101.0816476,107.990166,103.0260722,100.7869788,101.9664352,110.3503461,,
SO,90.91554387,91.2709561,95.71864213,90.75708595,87.39037783,111.9033955,112.0632161,105.8850236,117.7574453,108.900679,109.4744904,105.9271436,91.3944585,91.31238151,81.82381605,87.59399402,86.93568919,90.09204461,97.2520767,89.2441423,112.0642172,123.6838993,117.1368296,129.886531,132.6576672,127.3116442,114.5419568,112.5394716,116.8439902,131.2340028,126.9905357,111.109095,114.1528816,109.730559,93.59037651,103.8145566,105.7779773,100.5661286,93.96532558,99.9223446,97.74127902,100.4733899,112.2854636,99.57029364,105.3009735,109.8808577,107.3703828,102.9889049,98.70039858,101.0754528,96.34734631,90.89695106,86.53174175,86.13499725,85.83936521,86.60346518,88.52803179,95.6413517,97.01490528,107.8643316,109.3619834,112.6376619,102.8213429,115.6374432,113.6126161,121.4557669,128.9163056,144.2360931,159.8044084,170.3732211,166.777872,162.2764112,162.8689356,166.363234,170.0442941,156.5038004,143.8366943,125.8823827,132.8020235,128.1346434,132.9038628,131.7521542,124.5596056,122.1586019,122.9538641,120.7562849,118.5385427,132.5853577,127.8797068,125.5862143,119.3808266,107.6607975,113.6764613,107.4198061,99.31817297,100.3252287,98.725029,91.37337029,98.16087917,109.5850036,106.67034,109.0104075
SOBAHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.710907,186.2881012,186.8887024,194.6427917,190.9322052,181.4355927,176.0005035,176.4091034,177.9515991,178.1530914,167.2837982,152.4644012,128.4767914,144.2185974,138.0696106,136.4272919,137.2944946,134.252594,134.4485931,134.2164001,135.6696014,134.7380981,,,,,,,,,,,,,,,
SOLBBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.9218323,274.0857726,278.4882733,267.3993784,245.8055002,255.055281,250.6590037,230.1121631,214.3761988,199.9180859,200.3114031,190.3264256,190.1218961,157.5518013,150.8928074,155.7225037,140.0382996,138.5722961,141.5767975,115.3287048,104.416893,82.4693985,,,,,,,,
SON,232.6827087,235.8045044,162.0654907,165.213089,163.1800995,160.7409058,162.728302,167.9546967,181.2901001,184.111908,188.8986525,188.8453064,180.6947937,146.9648895,139.8271027,160.0108032,160.3274994,165.2703094,170.7041931,161.3972015,188.3818054,217.5771027,229.4671313,263.5553739,250.1630961,227.9703339,210.5487071,212.5281631,220.9038954,235.4272906,234.9195859,229.844661,211.6644079,207.8178659,189.4737045,227.8014466,221.7448795,193.7932759,184.6773547,184.9268416,184.4749718,183.2225128,180.0118086,178.7880572,178.6006126,182.1623354,183.6703029,184.677528,158.7831697,158.2269742,153.5879423,146.4320449,150.319453,150.5813511,149.8566757,142.8733286,154.651463,154.0203421,159.7213032,172.2073224,172.0394525,177.8449804,181.6104364,186.2774874,179.9523019,184.4240944,191.0842944,196.8005005,212.6856354,222.7900806,223.768679,223.7959368,221.0317603,235.001091,228.5058056,222.5481303,215.5129351,217.1708412,227.1177722,217.5011222,213.5279294,213.9779511,214.8146011,211.9079099,182.3354342,176.7726705,177.5384552,186.3336029,182.8766022,177.3871002,174.8701019,170.727005,181.3722992,179.3670959,179.6439056,173.4821014,171.5915985,167.5883942,167.6558075,173.7508087,172.7640076,174.2419891
SONGAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2042071,183.2466004,176.4654521,119.1885986,104.4772034,92.2990036,98.9131012,91.49119568,103.6074982,93.05400085,80.64699554,83.97470093,80.792099,65.16760254,90.92029572,101.0139923,92.41740417,96.97229767
SPGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.9179611,146.9568544,142.4172086,137.0903682,124.3615799,133.4036779,134.1325849,131.0140934,129.3677013,126.785992,131.6935427,124.1530197,120.1112004,111.5110253,106.7186724,118.555497,111.2680919,100.0375695,93.86827472,88.94706811,81.78693153,80.15361267,95.35657488,95.02180536,102.7248768
SPLLLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0819189,140.1938757,144.9247592,139.9131566,123.0080088,138.3771628,149.2771411,138.61915,145.4426328
SPLS,159.4296934,172.1985118,180.7184822,163.9217476,156.1755242,169.1713724,172.0999097,158.8868681,175.0623162,180.9854143,187.8606584,162.4773976,154.4525613,112.8426067,102.6064545,105.0426981,103.7982424,105.7463087,130.9866455,139.8899622,164.6820157,179.4199766,187.5673065,235.6096954,234.4069061,200.6100922,170.5825043,166.1600952,166.4831085,168.5027008,169.578598,140.3169098,99.20849609,110.1078949,104.218399,104.6535034,103.5625,209.9537652,217.9574844,208.6461893,186.2836405,186.1385891,200.510718,175.3473677,177.9703711,189.0409776,188.9625021,185.8493294,165.396434,179.2506899,170.7875698,160.2357466,163.8296799,190.7279652,174.3928457,172.0297591,173.3817736,171.7139962,175.2098525,170.9398581,192.8547684,197.8280626,225.2662746,231.4380288,218.9771423,213.616819,205.6501473,209.1752082,221.002528,234.4042262,243.5257219,244.1589524,254.825275,275.4435426,270.170991,225.1883598,224.142376,205.634594,213.0955116,209.6250844,190.340984,190.20823,196.0670554,185.9735635,168.5018153,187.3083038,185.5126953,195.3843994,220.2112885,194.0019989,209.0485077,210.9452057,,,,,,,,,,
SPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0577149,564.1279057,571.1264846,489.2530656,496.2705541,420.2570094,371.72464,375.5022361,414.0294292,491.5318462,524.2855566,541.364992,599.2104525,738.443765,1394.117648,1750.812034,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.4805834,213.0384418,211.6983477,211.5687648,184.4657604,170.5318157,177.7102407,203.9145611,154.2034292,159.4751572,161.5779954,159.0741313,158.3247521,164.2462413,158.6753611,166.8193066,157.3535052,167.8151609,122.0964681,86.49543269,114.6519128,105.5490004,135.3898076,116.350674,38.20953564,78.11505168,143.0087729
SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.4954987,216.6939087,205.1455078,199.5850983,151.3900711,144.8206359,140.1966972,140.4853545,130.8389802,127.0767675,,,,,,,,,,,,,,,
SRE,151.4071839,147.8543949,151.07659,131.4847074,126.1196907,151.4880737,152.0760783,151.0154141,141.2328166,138.9654058,135.229788,136.3036794,121.0785047,121.6732338,117.2482565,120.1399439,125.9432128,125.8214322,129.2119003,119.5415378,140.0718616,151.2269009,135.946859,147.8684121,149.3226027,139.1830485,125.8829581,124.5274216,125.4992985,135.3537275,131.5316127,116.7444267,117.83393,109.3125413,99.68692048,108.2593773,109.313197,103.916268,96.89556286,103.0623574,99.36528243,101.4788539,111.139525,102.6648294,106.5506795,109.7984832,105.1792085,100.1727727,94.58125735,94.33174682,89.90936227,86.42392541,83.2408712,85.59812001,83.62120264,83.16089994,87.26175003,90.18783046,93.41525691,111.274415,107.9201159,112.9536832,97.52367342,104.3051505,104.9192879,111.9383116,120.2126213,126.5136514,134.1995265,137.7674799,131.0522514,127.0608271,132.1876198,149.8017894,156.284187,146.0752548,136.1309252,118.9746554,127.3794572,120.0646909,113.3483138,111.5294737,106.0529134,102.7749817,100.1754898,97.60010147,93.70763609,96.31522555,95.5406009,92.31909436,91.70113128,84.03211557,90.84169622,86.33391112,75.69641132,76.41551721,76.25271255,73.46468429,80.83602824,94.9746598,93.71759303,98.66779459
SRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSMHLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.3697968,128.6051025,121.3104935,111.2898941,113.0646973,108.8902969,97.87339783,93.89510345,98.53469849,94.93669891,82.41799927,78.92179871,88.04977178,96.41139046
STJ,94.67777079,80.85460596,84.63462835,71.35352897,66.40196653,86.58406179,87.43371123,75.0019021,92.40355613,88.05465434,88.13239934,84.4691583,85.09596746,80.05086276,78.08150094,76.23584297,78.83882126,85.8769942,87.34997989,84.10282503,102.6108873,112.1859231,108.1516342,113.5341051,113.0883804,111.9260999,90.87835995,92.83308702,89.86982109,107.1275655,108.1493793,100.1379154,97.54822087,96.47893857,82.08006701,92.36416322,91.08890825,87.11479056,89.35504519,114.6270847,111.5754828,127.3240469,145.8441254,127.948632,131.0876425,126.1085894,117.960749,118.9381755,106.9219171,105.8982281,102.4588112,101.5202903,95.62031567,100.9076898,97.00219015,94.42681443,102.6004418,109.0210549,114.8029688,118.801264,123.8925723,143.7386164,132.6481353,137.8739175,143.6206279,142.2823081,153.9519336,163.2956973,189.3078011,161.8835534,150.0876336,148.821011,150.1182016,167.3246944,164.2041339,141.7726738,127.2514531,137.3418054,146.3160093,135.3509988,137.8107689,140.4840413,130.3580557,133.0957401,129.5127765,129.799016,130.6831816,,,,,,,,,,,,,,,
STLNO,,,,,,,,,,,,,,,,,,,98.19520121,87.35013706,112.6197877,117.5017572,103.7582508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STNFHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.26689911,78.55619812,86.6371994,85.2881012,95.08959961
STNFRD,72.9868636,69.32585778,66.85930074,55.29827737,48.40333945,60.13557056,73.32204961,62.37861796,58.2698445,62.62663397,71.47262464,68.62745396,66.2103043,64.17770565,50.3908859,51.0780965,60.09422059,59.17424187,61.99159894,66.60413692,75.92251974,71.13330264,66.75365822,67.11361222,67.78265085,67.64283526,53.99064994,55.93537275,57.26757607,61.94495026,59.61058995,60.16879826,51.74047451,49.57924286,49.2769343,50.145845,56.30689088,59.75251494,37.14044201,38.83307699,40.08068163,41.57945214,62.07162804,58.6112886,49.53937327,47.90432831,48.12087413,42.11372494,51.41242393,36.61165297,34.9014925,39.19203384,31.68480909,32.16445894,38.08297109,34.70682073,37.02883854,41.75255454,37.252409,38.82555595,45.95044648,44.74564047,47.07305291,47.71468715,50.71608158,60.39709036,68.08672011,66.91159205,73.21551446,73.5040216,68.25806901,62.36862206,58.15670622,79.27454476,56.90172199,55.69817105,51.76762786,48.154707,50.20916706,47.80219768,48.61076993,55.47814713,61.79416647,62.00238496,66.82160903,56.3338471,46.61486562,33.54159927,50.33441968,51.8164475,46.02174504,52.8285482,48.71927273,49.75987668,47.14353455,48.16375296,47.26669855,55.846279,58.65655121,48.83558811,52.08210403,68.8946991
STOIL,78.2663393,91.47946974,104.8192351,97.70367109,86.00854329,111.5706246,120.1570418,113.0369911,103.20955,99.32095803,97.81666002,94.76133052,87.80320404,85.72508557,87.41222571,87.26878809,84.41700943,99.4765677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STR,224.718184,206.60848,209.759728,191.311478,236.776958,278.0109964,309.2962289,179.2705994,173.0265961,166.332901,168.8132019,177.2132111,135.2737653,123.6868966,98.45914863,98.43436929,112.970269,114.7493174,116.8178485,121.2643378,146.9916761,148.3376807,151.3185691,161.3630281,158.8389842,161.0340035,153.2142724,155.7255752,159.1946212,168.3626028,168.8559359,166.4706052,153.5156288,154.9471389,109.9711593,120.9530124,126.1417254,128.7151456,132.1886391,135.7547053,135.219319,138.7877144,123.9454508,96.37414011,107.8973153,109.2617406,104.1754688,103.8724426,109.2097434,104.9311951,109.8309063,112.799263,110.7102361,110.8774962,116.7881773,115.3327514,116.4574756,126.3790532,91.77737065,90.96033176,99.68485791,96.2065778,108.7810059,112.2115936,114.9552002,117.1940002,137.763092,139.7109985,140.9732056,131.5579987,118.389801,119.728302,121.2654953,150.704895,154.2781067,128.8620911,111.7144012,102.6474915,94.14189911,89.10780334,92.97159576,90.79910278,116.6436996,141.821106,142.3616028,113.9189987,,,,,,,,,,,,,,,,
STX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.2338074,236.1835778,236.985409,217.187758,220.2938077,199.1626558,179.2176277,172.6074076,165.6987928,171.8597832,178.6271832,185.7346638,199.9965179,198.9926238,184.2896307,212.2751113,199.0022538,192.7038287,187.5327949,235.8830346,218.7349494,234.1298864,253.5000371,295.4928808,299.954883,369.5338767,423.8914115,466.0303992,519.6348045,622.9704181,561.3570278,594.077606,583.2803572,586.9684082,455.9447445,384.0441416,373.888751,330.2629221,312.1503155,283.3730665,250.8497808,260.539095,256.576082,251.9216163,237.3177163,210.5759932,272.2155213,285.6982479,258.665307,218.8503693,264.5355553,250.3151498,201.6870978,229.9186839,244.4140056,235.5312054,265.1940408
STZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0871882,138.3092157,119.3721984,116.150732,116.4740342,109.6149767,109.3052588,106.2216416,96.93011243,102.0513708,89.62055775,85.94614596,80.04161815,76.90450972,77.88361493,86.94865856,105.7308788,102.2021857,103.7282074
SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCN,149.7521454,154.6600998,163.740987,157.1301708,147.5079057,199.9724089,186.8009961,164.9564425,193.2255193,187.8340402,173.6421369,177.0760884,148.3984907,151.4209696,148.3888474,146.9176074,142.7995385,153.1893309,162.1905885,149.8871421,212.3604079,244.3706302,183.9584152,230.7412378,214.5783157,191.1326098,158.1702077,170.0422763,185.1356477,226.3729951,231.1353156,207.0499766,192.9788204,166.6537603,145.9690419,173.5021533,153.6214614,155.7023009,160.9541064,168.1708498,168.733294,168.0910614,188.6559586,162.0696367,159.9165732,168.3863714,154.5415333,150.7929689,138.2936179,146.89128,137.7194112,132.9526191,127.2569165,128.9894877,126.3072577,127.9147562,130.1915393,141.2565668,140.2398882,159.5978439,202.0156377,199.413249,167.1650823,181.78961,175.2173981,177.0309289,181.6153468,193.7547945,207.7533424,217.5787008,206.2975685,204.3950161,260.2026978,400.3599314,454.302561,320.5307281,258.3159113,251.0502305,228.5687497,226.9103617,200.4983263,196.5339616,182.8348116,180.3617594,151.4745898,144.9204472,148.7915241,151.1194342,162.4515173,170.6058413,170.8866534,160.2423558,173.0507064,157.7465574,139.235258,136.9382824,130.3646147,112.2338188,121.0867183,132.9509849,134.7939673,139.5635338
SUG,232.3450283,202.7900312,197.2240846,195.0478602,189.6139475,224.8904325,334.7689348,288.8620551,304.2285919,281.8437814,280.1172452,282.2322122,269.9920933,262.4766066,246.4756712,228.206626,206.893244,213.152903,214.0338214,198.2594874,237.7259985,291.1796788,293.7730065,320.7350133,318.0078766,295.2111015,273.94517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUN,257.5205159,249.4225515,260.7886549,261.0858033,244.5881928,289.2187444,300.6652151,316.4304129,308.4417422,305.665971,305.4940826,299.1917425,296.8849199,287.391092,245.0555123,247.7643614,197.0590595,196.1331532,207.712953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5954026,94.67081728,92.21408971,94.807162,99.17518712,109.8280409,109.9606746,103.7896468,108.0026142,107.6699785,122.1840619,125.8695828,128.0830391,138.5855461,145.7697193,149.2015182,148.3351227,145.0397937,156.0293044,169.1103353,153.1878357,140.296032,145.5740621,153.5107892,141.6439811,124.9372454,126.3333413,119.5805647,120.9187609,118.1951289,115.0875437,113.5843187,110.2277985,93.42880249,96.20359802,82.96150208,77.98629761,82.66819763,76.16680145,69.37940216,67.39399719,67.1013031,63.48760223,74.36289978,74.68609619,91.22380066,92.82820129
SUTHEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.67391319,99.83330557,108.8967008
SWK,130.4273987,98.85600281,102.7695999,150.7382719,116.5407719,142.9045007,141.9279209,138.3726717,156.6581649,156.9136773,158.0487583,137.1832626,142.2689214,128.8063513,111.4298258,111.2505022,112.8015148,117.1594546,123.8086418,122.6300186,163.3769352,168.3047449,161.40066,168.1730888,169.6002502,164.7348916,146.7085079,147.2819239,148.6756635,159.6970164,161.9735561,149.9081194,153.0598285,141.8062586,140.2234452,126.9813544,124.2043698,124.9468899,125.0502606,123.5441382,121.817064,122.5817569,133.1514282,122.2035066,124.0820074,114.780887,111.812819,154.3621386,140.2521085,148.1894443,136.2010929,130.6702872,126.2754166,129.9477062,125.562746,121.9115079,127.2952427,125.6855904,135.2264607,141.4488876,131.0562444,144.7521009,133.4831737,138.2759445,131.0800436,140.0221927,147.2746765,150.3375193,158.3076973,166.9921506,159.4609856,146.4928382,146.8146378,160.2640263,177.2382198,163.3530833,159.7311511,140.2539492,140.8769826,128.5372936,122.9614762,112.5238199,103.9274522,100.9191768,97.84856769,98.23557776,85.48972765,91.99308555,81.55741034,80.25594125,74.45966602,68.59016926,78.09829269,76.54358599,68.79080041,82.56727095,76.72465176,66.53923931,71.09823441,80.85853057,79.1993403,76.19255023
SWN,,,,,,,,,,,,,,,,,,,,,,,,,,,217.8777924,213.8544344,243.6312988,265.877866,256.8205322,238.7083906,236.9350615,225.6150156,173.7700553,191.4825815,177.9750727,174.1415435,175.4028053,176.5224984,168.2437683,169.315843,185.7142966,174.7426589,173.7749103,173.9285197,167.4886351,160.0238246,145.3492296,140.4833753,128.0756034,116.7218005,103.6253072,103.3629097,92.86753348,96.98577324,99.98871469,121.3089188,152.877096,184.0172691,228.5010558,273.5256761,223.5084176,232.0887342,205.1008472,205.8177283,220.6147527,260.0251845,341.2848342,400.7264966,436.158369,641.4843246,1171.30372,1291.124879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
